State,"County, State",2017 Food Insecurity Rate,lat,lng
MO,"Montgomery County, Missouri",0.132,38.9365599,-91.4821482
MO,"Morgan County, Missouri",0.162,38.3661344,-92.8577105
MO,"New Madrid County, Missouri",0.19699999999999998,36.5227538,-89.77553379999999
MO,"Newton County, Missouri",0.12,36.9618494,-94.315422
MO,"Nodaway County, Missouri",0.165,40.2907281,-94.81059549999999
MO,"Oregon County, Missouri",0.158,36.6870089,-91.44346900000001
MO,"Osage County, Missouri",0.096,38.3853377,-91.9099238
MO,"Ozark County, Missouri",0.171,36.6720061,-92.38136209999999
MO,"Pemiscot County, Missouri",0.23199999999999998,36.2195399,-89.81303559999999
MO,"Perry County, Missouri",0.1,37.723555,-89.77553379999999
MO,"Pettis County, Missouri",0.136,38.6893153,-93.33889169999999
MO,"Phelps County, Missouri",0.156,37.8806538,-91.7538817
MO,"Pike County, Missouri",0.136,39.3964742,-91.28910359999999
MO,"Platte County, Missouri",0.10800000000000001,39.34756489999999,-94.7691586
MO,"Polk County, Missouri",0.134,37.6766686,-93.33889169999999
MO,"Pulaski County, Missouri",0.149,37.8727481,-92.2236667
MO,"Putnam County, Missouri",0.138,40.4744901,-92.97755579999999
MO,"Ralls County, Missouri",0.115,39.5582351,-91.5983959
MO,"Randolph County, Missouri",0.142,39.4182626,-92.49999179999999
MO,"Ray County, Missouri",0.129,39.3354791,-93.9878427
MO,"Reynolds County, Missouri",0.135,37.378663,-90.9820668
MO,"Ripley County, Missouri",0.16,36.6928452,-90.8294002
MO,"St. Charles County, Missouri",0.09,38.7338885,-90.8294002
MO,"St. Clair County, Missouri",0.157,38.001146,-93.8248241
MO,"Ste. Genevieve County, Missouri",0.13,37.8934532,-90.2244662
MO,"St. Francois County, Missouri",0.14300000000000002,37.7652755,-90.4879916
MO,"St. Louis County, Missouri",0.138,38.6103023,-90.4125181
MO,"Saline County, Missouri",0.133,39.1943564,-93.17796589999999
MO,"Schuyler County, Missouri",0.149,40.4857709,-92.49999179999999
MO,"Scotland County, Missouri",0.135,40.4921465,-92.18432849999999
MO,"Scott County, Missouri",0.162,37.0394443,-89.62516459999999
MO,"Shannon County, Missouri",0.184,37.2028249,-91.44346900000001
MO,"Shelby County, Missouri",0.13,39.8388716,-92.1057549
MO,"Stoddard County, Missouri",0.146,36.8680558,-89.9253233
MO,"Stone County, Missouri",0.127,36.7748882,-93.4599326
MO,"Sullivan County, Missouri",0.111,40.1836505,-93.17796589999999
MO,"Taney County, Missouri",0.155,36.6576378,-93.0175712
MO,"Texas County, Missouri",0.16399999999999998,37.3673645,-91.9099238
MO,"Vernon County, Missouri",0.135,37.8148489,-94.315422
MO,"Warren County, Missouri",0.11199999999999999,38.7313284,-91.13530200000001
MO,"Washington County, Missouri",0.14800000000000002,37.8907566,-90.8294002
MO,"Wayne County, Missouri",0.156,37.0388739,-90.52578229999999
MO,"Webster County, Missouri",0.139,37.3483339,-92.8577105
MO,"Worth County, Missouri",0.12,40.4730605,-94.315422
MO,"Wright County, Missouri",0.16699999999999998,37.3555654,-92.539603
MO,"St. Louis city, Missouri",0.233,38.6270025,-90.19940419999999
MT,"Beaverhead County, Montana",0.121,45.2135118,-113.1093046
MT,"Big Horn County, Montana",0.20199999999999999,45.3496574,-107.2715769
MT,"Blaine County, Montana",0.177,48.6065395,-108.9462246
MT,"Broadwater County, Montana",0.09300000000000001,46.2693726,-111.4519716
MT,"Carbon County, Montana",0.09699999999999999,45.2820195,-109.100255
MT,"Carter County, Montana",0.098,45.4522431,-104.3707837
MT,"Cascade County, Montana",0.11900000000000001,47.4688355,-111.5453227
MT,"Chouteau County, Montana",0.139,48.0033098,-110.4737958
MT,"Custer County, Montana",0.102,46.2160876,-105.6225
MT,"Daniels County, Montana",0.079,48.7744137,-105.7248763
MT,"Dawson County, Montana",0.107,47.2649012,-104.8939302
MT,"Deer Lodge County, Montana",0.13,46.10953139999999,-113.0212247
MT,"Fallon County, Montana",0.09300000000000001,46.3762402,-104.4280327
MT,"Fergus County, Montana",0.121,47.2126745,-109.4141
MT,"Flathead County, Montana",0.121,48.424152,-114.15315
MT,"Gallatin County, Montana",0.113,45.5388865,-111.1194231
MT,"Garfield County, Montana",0.085,47.2662361,-107.1263146
MT,"Glacier County, Montana",0.2,48.5217475,-112.919665
MT,"Golden Valley County, Montana",0.131,46.3709324,-109.1743851
MT,"Granite County, Montana",0.11699999999999999,46.3374643,-113.4647823
MT,"Hill County, Montana",0.141,48.7488096,-110.0350875
MT,"Jefferson County, Montana",0.09300000000000001,46.1450553,-112.0752952
MT,"Judith Basin County, Montana",0.11599999999999999,47.0609367,-110.2577109
MT,"Lake County, Montana",0.136,47.671374,-114.1339242
MT,"Lewis and Clark County, Montana",0.107,47.2963974,-112.4029787
MT,"Liberty County, Montana",0.124,48.4917189,-110.9704148
MT,"Lincoln County, Montana",0.142,48.5880903,-115.6596528
MT,"McCone County, Montana",0.084,47.4500913,-105.8810734
MT,"Madison County, Montana",0.10300000000000001,45.466729,-111.8865015
MT,"Meagher County, Montana",0.124,46.620195,-110.8848271
MT,"Mineral County, Montana",0.155,47.1497031,-114.9626904
MT,"Missoula County, Montana",0.13,47.0240503,-113.6869923
MT,"Musselshell County, Montana",0.132,46.4218783,-108.4064758
MT,"Park County, Montana",0.11699999999999999,45.4788485,-110.6082522
MT,"Petroleum County, Montana",0.12,47.1565346,-108.3203282
MT,"Phillips County, Montana",0.132,48.4519289,-107.8777779
MT,"Pondera County, Montana",0.131,48.2321517,-112.2886317
MT,"Powder River County, Montana",0.10099999999999999,45.2968361,-105.5346556
MT,"Powell County, Montana",0.126,46.9311447,-112.9745473
MT,"Prairie County, Montana",0.092,46.7980893,-105.4045355
MT,"Ravalli County, Montana",0.124,46.0174639,-114.1817423
MT,"Richland County, Montana",0.095,47.9200496,-104.8017491
MT,"Roosevelt County, Montana",0.171,48.2850231,-105.1099231
MT,"Rosebud County, Montana",0.13,46.3904836,-106.5944313
MT,"Sanders County, Montana",0.15,47.61094629999999,-115.1316944
MT,"Sheridan County, Montana",0.102,48.701151,-104.4278092
MT,"Silver Bow County, Montana",0.135,45.8804293,-112.5843056
MT,"Stillwater County, Montana",0.08800000000000001,45.7001096,-109.3922403
MT,"Sweet Grass County, Montana",0.102,45.76727959999999,-109.8979908
MT,"Teton County, Montana",0.109,47.90199459999999,-112.2717561
MT,"Toole County, Montana",0.129,48.6974247,-111.6408212
MT,"Treasure County, Montana",0.127,46.2106667,-107.2586096
MT,"Valley County, Montana",0.094,48.28557319999999,-106.8304776
MT,"Wheatland County, Montana",0.141,46.4922893,-109.8418592
MT,"Wibaux County, Montana",0.09699999999999999,46.7836649,-104.3183897
MT,"Yellowstone County, Montana",0.10300000000000001,45.78565769999999,-108.4343805
NE,"Adams County, Nebraska",0.11699999999999999,40.5596231,-98.5721016
NE,"Antelope County, Nebraska",0.113,42.1902446,-98.04651849999999
NE,"Arthur County, Nebraska",0.14400000000000002,41.5680276,-101.6157773
NE,"Banner County, Nebraska",0.113,41.500766,-103.6362715
NE,"Blaine County, Nebraska",0.134,41.8795565,-99.99122539999999
NE,"Boone County, Nebraska",0.102,41.7172326,-98.04651849999999
NE,"Box Butte County, Nebraska",0.107,42.19114709999999,-103.0817903
NE,"Boyd County, Nebraska",0.11199999999999999,42.88237160000001,-98.70407499999999
NE,"Brown County, Nebraska",0.135,42.5052914,-99.99122539999999
NE,"Buffalo County, Nebraska",0.12300000000000001,40.84102180000001,-99.1013498
NE,"Burt County, Nebraska",0.12300000000000001,41.8252059,-96.3226072
NE,"Butler County, Nebraska",0.10300000000000001,41.1375727,-97.179026
NE,"Cass County, Nebraska",0.095,40.8755529,-96.15269850000001
NE,"Cedar County, Nebraska",0.10400000000000001,42.56103239999999,-97.179026
NE,"Chase County, Nebraska",0.086,40.4531318,-101.6157773
NE,"Cherry County, Nebraska",0.11699999999999999,42.474114,-101.1617356
NE,"Cheyenne County, Nebraska",0.11199999999999999,41.2509264,-103.0817903
NE,"Clay County, Nebraska",0.105,40.5975479,-98.04651849999999
NE,"Colfax County, Nebraska",0.052000000000000005,41.6268435,-97.0068393
NE,"Cuming County, Nebraska",0.102,41.95401529999999,-96.83509989999999
NE,"Custer County, Nebraska",0.11699999999999999,41.3491322,-99.72326729999999
NE,"Dakota County, Nebraska",0.096,42.4040965,-96.5356449
NE,"Dawes County, Nebraska",0.134,42.6551733,-103.0817903
NE,"Dawson County, Nebraska",0.091,40.9427264,-99.8124935
NE,"Deuel County, Nebraska",0.105,41.1401755,-102.3005803
NE,"Dixon County, Nebraska",0.095,42.4257719,-96.83509989999999
NE,"Dodge County, Nebraska",0.11699999999999999,41.6472611,-96.663812
NE,"Douglas County, Nebraska",0.132,41.3148116,-96.19513200000002
NE,"Dundy County, Nebraska",0.10099999999999999,40.13061210000001,-101.6157773
NE,"Fillmore County, Nebraska",0.10800000000000001,40.47101190000001,-97.5247243
NE,"Franklin County, Nebraska",0.11599999999999999,40.20898570000001,-98.92453429999999
NE,"Frontier County, Nebraska",0.114,40.5744778,-100.3497895
NE,"Furnas County, Nebraska",0.12300000000000001,40.12139699999999,-99.99122539999999
NE,"Gage County, Nebraska",0.12,40.1989041,-96.663812
NE,"Garden County, Nebraska",0.111,41.7369721,-102.2547919
NE,"Garfield County, Nebraska",0.10300000000000001,41.9678957,-98.92453429999999
NE,"Gosper County, Nebraska",0.10300000000000001,40.4604851,-99.8124935
NE,"Grant County, Nebraska",0.135,41.86377540000001,-101.7979613
NE,"Greeley County, Nebraska",0.11199999999999999,41.520541,-98.5721016
NE,"Hall County, Nebraska",0.102,40.8817333,-98.5721016
NE,"Hamilton County, Nebraska",0.095,40.919722,-98.04651849999999
NE,"Harlan County, Nebraska",0.11699999999999999,40.1665848,-99.456155
NE,"Hayes County, Nebraska",0.11199999999999999,40.5070797,-101.0711758
NE,"Hitchcock County, Nebraska",0.132,40.1844599,-101.0711758
NE,"Holt County, Nebraska",0.10800000000000001,42.3803308,-98.6600586
NE,"Hooker County, Nebraska",0.139,41.9368476,-101.0711758
NE,"Howard County, Nebraska",0.113,41.20204349999999,-98.5721016
NE,"Jefferson County, Nebraska",0.113,40.16807319999999,-97.179026
NE,"Johnson County, Nebraska",0.114,40.3808026,-96.3226072
NE,"Kearney County, Nebraska",0.107,40.5328331,-98.92453429999999
NE,"Keith County, Nebraska",0.124,41.1815863,-101.5248055
NE,"Keya Paha County, Nebraska",0.11,42.8461857,-99.634135
NE,"Kimball County, Nebraska",0.11699999999999999,41.1856601,-103.6362715
NE,"Knox County, Nebraska",0.124,42.6712397,-97.87216
NE,"Lancaster County, Nebraska",0.132,40.8471492,-96.663812
NE,"Lincoln County, Nebraska",0.121,40.9338037,-100.8000051
NE,"Logan County, Nebraska",0.11699999999999999,41.5155698,-100.5296115
NE,"Loup County, Nebraska",0.107,41.9251335,-99.456155
NE,"McPherson County, Nebraska",0.131,41.6222686,-101.0711758
NE,"Madison County, Nebraska",0.11900000000000001,41.9108264,-97.5247243
NE,"Merrick County, Nebraska",0.11,41.2031926,-98.0028892
NE,"Morrill County, Nebraska",0.098,41.6552418,-102.989615
NE,"Nance County, Nebraska",0.113,41.3995947,-98.04651849999999
NE,"Nemaha County, Nebraska",0.125,40.4074745,-95.81428849999999
NE,"Nuckolls County, Nebraska",0.115,40.110932,-98.04651849999999
NE,"Otoe County, Nebraska",0.11,40.675971,-96.11029429999999
NE,"Pawnee County, Nebraska",0.139,40.10258169999999,-96.19513200000002
NE,"Perkins County, Nebraska",0.08800000000000001,40.7922353,-101.4339148
NE,"Phelps County, Nebraska",0.10099999999999999,40.4903536,-99.456155
NE,"Pierce County, Nebraska",0.1,42.2257474,-97.5247243
NE,"Platte County, Nebraska",0.08900000000000001,41.59406,-97.5247243
NE,"Polk County, Nebraska",0.094,41.1526688,-97.56805949999999
NE,"Red Willow County, Nebraska",0.115,40.2353963,-100.5296115
NE,"Richardson County, Nebraska",0.13,40.0898025,-95.6457951
NE,"Rock County, Nebraska",0.11199999999999999,42.3951993,-99.456155
NE,"Saline County, Nebraska",0.09300000000000001,40.4930367,-97.179026
NE,"Sarpy County, Nebraska",0.096,41.0744042,-96.19513200000002
NE,"Saunders County, Nebraska",0.10400000000000001,41.168563,-96.663812
NE,"Scotts Bluff County, Nebraska",0.1,41.8140936,-103.6362715
NE,"Seward County, Nebraska",0.111,40.9078649,-97.0984646
NE,"Sheridan County, Nebraska",0.13,42.3613076,-102.2547919
NE,"Sherman County, Nebraska",0.11,41.1751661,-98.92453429999999
NE,"Sioux County, Nebraska",0.124,42.5012873,-103.7289167
NE,"Stanton County, Nebraska",0.1,41.9329995,-97.179026
NE,"Thayer County, Nebraska",0.11,40.1460895,-97.5247243
NE,"Thomas County, Nebraska",0.127,41.9882143,-100.5296115
NE,"Thurston County, Nebraska",0.18600000000000003,42.1685528,-96.5356449
NE,"Valley County, Nebraska",0.11900000000000001,41.4936253,-98.92453429999999
NE,"Washington County, Nebraska",0.109,41.5541889,-96.19513200000002
NE,"Wayne County, Nebraska",0.125,42.2479453,-97.179026
NE,"Webster County, Nebraska",0.111,40.2357266,-98.5721016
NE,"Wheeler County, Nebraska",0.099,41.8372138,-98.5721016
NE,"York County, Nebraska",0.11,40.7941448,-97.5247243
NV,"Churchill County, Nevada",0.127,39.6626678,-118.4863963
NV,"Clark County, Nevada",0.126,36.0795613,-115.094045
NV,"Douglas County, Nevada",0.11,38.9265035,-119.6499162
NV,"Elko County, Nevada",0.087,41.2220182,-115.2837585
NV,"Esmeralda County, Nevada",0.111,37.7866167,-117.3616476
NV,"Eureka County, Nevada",0.115,39.5126741,-115.9637979
NV,"Humboldt County, Nevada",0.076,41.5931459,-118.5500954
NV,"Lander County, Nevada",0.079,40.0510104,-116.9852422
NV,"Lincoln County, Nevada",0.125,37.660825,-114.524264
NV,"Lyon County, Nevada",0.12300000000000001,38.9524739,-119.1390642
NV,"Mineral County, Nevada",0.151,38.4343464,-118.4863963
NV,"Nye County, Nevada",0.141,38.58071109999999,-116.0413889
NV,"Pershing County, Nevada",0.111,40.5685952,-118.4863963
NV,"Storey County, Nevada",0.102,39.4089847,-119.5571677
NV,"Washoe County, Nevada",0.11199999999999999,40.5608387,-119.6035495
NV,"White Pine County, Nevada",0.10800000000000001,39.5564495,-114.524264
NV,"Carson City, Nevada",0.124,39.1637984,-119.7674034
NH,"Belknap County, New Hampshire",0.087,43.5024246,-71.4073938
NH,"Carroll County, New Hampshire",0.086,43.8128209,-71.25060669999999
NH,"Cheshire County, New Hampshire",0.096,42.9259375,-72.236379
NH,"Coos County, New Hampshire",0.113,44.7288907,-71.27872669999999
NH,"Grafton County, New Hampshire",0.09699999999999999,43.9087929,-71.825994
NH,"Hillsborough County, New Hampshire",0.08900000000000001,42.83347939999999,-71.6673352
NH,"Merrimack County, New Hampshire",0.086,43.2844846,-71.6673352
NH,"Rockingham County, New Hampshire",0.071,42.9931261,-71.0497768
NH,"Strafford County, New Hampshire",0.096,43.238329,-71.0236044
NH,"Sullivan County, New Hampshire",0.09,43.3770392,-72.236379
NJ,"Atlantic County, New Jersey",0.127,39.5333379,-74.6868815
NJ,"Bergen County, New Jersey",0.07200000000000001,40.9262762,-74.07701
NJ,"Burlington County, New Jersey",0.09300000000000001,39.8558488,-74.6868815
NJ,"Camden County, New Jersey",0.11800000000000001,39.8592439,-75.0143824
NJ,"Cape May County, New Jersey",0.11900000000000001,39.105884,-74.8273184
NJ,"Cumberland County, New Jersey",0.129,39.2587106,-75.06111469999999
NJ,"Essex County, New Jersey",0.163,40.7947466,-74.2648829
NJ,"Gloucester County, New Jersey",0.092,39.7103023,-75.1078332
NJ,"Hudson County, New Jersey",0.107,40.7453199,-74.05351259999999
NJ,"Hunterdon County, New Jersey",0.055999999999999994,40.56695149999999,-74.92087719999999
NJ,"Mercer County, New Jersey",0.106,40.3028533,-74.7337069
NJ,"Middlesex County, New Jersey",0.08199999999999999,40.4111363,-74.35874729999999
NJ,"Monmouth County, New Jersey",0.08,40.2589455,-74.12399599999999
NJ,"Morris County, New Jersey",0.055999999999999994,40.8336038,-74.54632819999999
NJ,"Ocean County, New Jersey",0.09,39.9652553,-74.3118212
NJ,"Passaic County, New Jersey",0.098,41.1231647,-74.35874729999999
NJ,"Salem County, New Jersey",0.127,39.5848777,-75.3878525
NJ,"Somerset County, New Jersey",0.062,40.5292099,-74.64004320000001
NJ,"Sussex County, New Jersey",0.067,41.1288481,-74.6868815
NJ,"Union County, New Jersey",0.09300000000000001,40.6595001,-74.2883536
NJ,"Warren County, New Jersey",0.087,40.8841854,-74.92087719999999
NM,"Bernalillo County, New Mexico",0.149,35.0177854,-106.6291304
NM,"Catron County, New Mexico",0.187,34.1515173,-108.4276047
NM,"Chaves County, New Mexico",0.14800000000000002,33.4757392,-104.4723301
NM,"Cibola County, New Mexico",0.198,35.0947557,-107.8583868
NM,"Colfax County, New Mexico",0.163,36.5799757,-104.4723301
NM,"Curry County, New Mexico",0.18,34.5751567,-103.2663479
NM,"De Baca County, New Mexico",0.16,34.2734196,-104.3791912
NM,"Doña Ana County, New Mexico",0.155,32.485767,-106.7234639
NM,"Eddy County, New Mexico",0.131,32.4170622,-104.4723301
NM,"Grant County, New Mexico",0.153,32.9690805,-108.2377519
NM,"Guadalupe County, New Mexico",0.094,34.8235801,-104.8454619
NM,"Harding County, New Mexico",0.16699999999999998,35.8925537,-103.8216261
NM,"Hidalgo County, New Mexico",0.149,31.93552,-108.7125791
NM,"Lea County, New Mexico",0.133,32.8968816,-103.3587288
NM,"Lincoln County, New Mexico",0.154,33.8853309,-105.4068079
NM,"Los Alamos County, New Mexico",0.127,35.84962489999999,-106.3228338
NM,"Luna County, New Mexico",0.207,32.3259122,-107.8583868
NM,"McKinley County, New Mexico",0.26,35.71524720000001,-108.2377519
NM,"Mora County, New Mexico",0.114,35.9742154,-105.3300508
NM,"Otero County, New Mexico",0.179,32.6341716,-105.5943388
NM,"Quay County, New Mexico",0.168,34.9569924,-103.7289167
NM,"Rio Arriba County, New Mexico",0.132,36.6162892,-106.7234639
NM,"Roosevelt County, New Mexico",0.188,33.9538388,-103.3587288
NM,"Sandoval County, New Mexico",0.142,35.6020667,-106.7234639
NM,"San Juan County, New Mexico",0.196,36.3882439,-108.2377519
NM,"San Miguel County, New Mexico",0.146,35.5117793,-104.8454619
NM,"Santa Fe County, New Mexico",0.124,35.3653705,-105.9699878
NM,"Sierra County, New Mexico",0.19,33.13459600000001,-107.1011931
NM,"Socorro County, New Mexico",0.16399999999999998,33.8837087,-106.7234639
NM,"Taos County, New Mexico",0.15,36.4358718,-105.5943388
NM,"Torrance County, New Mexico",0.185,34.6784317,-105.9699878
NM,"Union County, New Mexico",0.141,36.37243340000001,-103.3587288
NM,"Valencia County, New Mexico",0.134,34.6743674,-106.6291304
NY,"Albany County, New York",0.12,42.57567969999999,-73.93598209999999
NY,"Allegany County, New York",0.124,42.3129816,-78.0195387
NY,"Bronx County, New York",0.16,40.8447819,-73.8648268
NY,"Broome County, New York",0.128,42.1791865,-75.8533954
NY,"Cattaraugus County, New York",0.125,42.2318132,-78.74762079999999
NY,"Cayuga County, New York",0.106,42.7655231,-76.5488232
NY,"Chautauqua County, New York",0.12300000000000001,42.2312829,-79.560344
NY,"Chemung County, New York",0.125,42.1362071,-76.7798172
NY,"Chenango County, New York",0.11,42.4972314,-75.62080879999999
NY,"Clinton County, New York",0.12,44.7904203,-73.6005824
NY,"Columbia County, New York",0.094,42.3678759,-73.55941279999999
NY,"Cortland County, New York",0.121,42.5440918,-75.9927652
NY,"Delaware County, New York",0.11599999999999999,42.2452081,-74.8741045
NY,"Dutchess County, New York",0.086,41.7784372,-73.7477857
NY,"Erie County, New York",0.127,42.9023958,-78.8661589
NY,"Essex County, New York",0.095,44.0107408,-73.9507728
NY,"Franklin County, New York",0.13,44.5926135,-74.3387798
NY,"Fulton County, New York",0.11900000000000001,43.1118737,-74.4994517
NY,"Genesee County, New York",0.105,42.9837843,-78.1564432
NY,"Greene County, New York",0.10300000000000001,42.2957321,-74.12399599999999
NY,"Hamilton County, New York",0.10099999999999999,43.4764406,-74.4056612
NY,"Herkimer County, New York",0.11599999999999999,43.1630587,-74.8741045
NY,"Jefferson County, New York",0.132,44.0607421,-75.9927652
NY,"Kings County, New York",0.171,40.6781784,-73.9441579
NY,"Lewis County, New York",0.113,43.840112,-75.4344727
NY,"Livingston County, New York",0.109,42.7576923,-77.8367282
NY,"Madison County, New York",0.1,42.98059749999999,-75.8069082
NY,"Monroe County, New York",0.124,43.2841246,-77.7452081
NY,"Montgomery County, New York",0.11599999999999999,42.915521,-74.4525627
NY,"Nassau County, New York",0.054000000000000006,40.6546145,-73.55941279999999
NY,"New York County, New York",0.126,40.7830603,-73.9712488
NY,"Niagara County, New York",0.12,43.3119496,-78.74762079999999
NY,"Oneida County, New York",0.122,43.2371798,-75.4344727
NY,"Onondaga County, New York",0.122,43.026819,-76.17837390000001
NY,"Ontario County, New York",0.09,42.85098379999999,-77.2864879
NY,"Orange County, New York",0.085,41.3911653,-74.3118212
NY,"Orleans County, New York",0.11800000000000001,43.4088624,-78.2020387
NY,"Oswego County, New York",0.125,43.482533,-76.17837390000001
NY,"Otsego County, New York",0.111,42.5779779,-75.06111469999999
NY,"Putnam County, New York",0.046,41.4351069,-73.7948516
NY,"Queens County, New York",0.105,40.7282239,-73.7948516
NY,"Rensselaer County, New York",0.111,42.673664,-73.55941279999999
NY,"Richmond County, New York",0.086,40.5795317,-74.1502007
NY,"Rockland County, New York",0.08900000000000001,41.1489458,-73.98300290000002
NY,"St. Lawrence County, New York",0.132,44.4473142,-74.930206
NY,"Saratoga County, New York",0.078,43.0324245,-73.93598209999999
NY,"Schenectady County, New York",0.10800000000000001,42.8493445,-73.98300290000002
NY,"Schoharie County, New York",0.107,42.65503349999999,-74.4994517
NY,"Schuyler County, New York",0.114,42.3796425,-76.8720961
NY,"Seneca County, New York",0.10300000000000001,42.7651891,-76.8720961
NY,"Steuben County, New York",0.11599999999999999,42.321027,-77.3783789
NY,"Suffolk County, New York",0.055,40.9848784,-72.61511689999999
NY,"Sullivan County, New York",0.107,41.6897493,-74.7805192
NY,"Tioga County, New York",0.09699999999999999,42.1256317,-76.3637285
NY,"Tompkins County, New York",0.134,42.4575747,-76.5488232
NY,"Ulster County, New York",0.1,41.8586493,-74.3118212
NY,"Warren County, New York",0.09699999999999999,43.6078891,-73.7477857
NY,"Washington County, New York",0.105,43.2519472,-73.37086959999999
NY,"Wayne County, New York",0.098,43.2020024,-77.010385
NY,"Westchester County, New York",0.077,41.1220194,-73.7948516
NY,"Wyoming County, New York",0.105,42.64205200000001,-78.2020387
NY,"Yates County, New York",0.099,42.64308459999999,-77.1485163
NC,"Alamance County, North Carolina",0.14400000000000002,36.0117388,-79.4253776
NC,"Alexander County, North Carolina",0.121,35.8974199,-81.20781640000001
NC,"Alleghany County, North Carolina",0.135,36.4940839,-81.1196075
NC,"Anson County, North Carolina",0.207,34.9054732,-80.1875065
NC,"Ashe County, North Carolina",0.13,36.4339674,-81.47183869999999
NC,"Avery County, North Carolina",0.122,36.1198414,-81.909826
NC,"Beaufort County, North Carolina",0.162,35.4613504,-76.91820969999999
NC,"Bertie County, North Carolina",0.221,36.0245185,-76.964306
NC,"Bladen County, North Carolina",0.193,34.5882404,-78.5660852
NC,"Brunswick County, North Carolina",0.132,34.0275398,-78.2020387
NC,"Buncombe County, North Carolina",0.12300000000000001,35.59313770000001,-82.4752757
NC,"Burke County, North Carolina",0.138,35.7616931,-81.73494199999999
NC,"Cabarrus County, North Carolina",0.12,35.4168123,-80.5882803
NC,"Caldwell County, North Carolina",0.131,35.9227448,-81.5596427
NC,"Camden County, North Carolina",0.11199999999999999,36.2600564,-76.0391909
NC,"Carteret County, North Carolina",0.121,34.9019263,-76.5488232
NC,"Caswell County, North Carolina",0.175,36.3860217,-79.29021329999999
NC,"Catawba County, North Carolina",0.12300000000000001,35.6840748,-81.2518833
NC,"Chatham County, North Carolina",0.11,35.7211289,-79.17806999999999
NC,"Cherokee County, North Carolina",0.128,35.1134803,-84.05902900000001
NC,"Chowan County, North Carolina",0.18600000000000003,36.1354131,-76.6181655
NC,"Clay County, North Carolina",0.131,35.0964003,-83.7199136
NC,"Cleveland County, North Carolina",0.165,35.361354,-81.6035062
NC,"Columbus County, North Carolina",0.185,34.2548658,-78.74762079999999
NC,"Craven County, North Carolina",0.151,35.0877672,-77.0564464
NC,"Cumberland County, North Carolina",0.188,34.9542604,-78.74762079999999
NC,"Currituck County, North Carolina",0.10099999999999999,36.4189826,-75.94632399999999
NC,"Dare County, North Carolina",0.114,35.6549619,-75.62080879999999
NC,"Davidson County, North Carolina",0.13,35.7748479,-80.1875065
NC,"Davie County, North Carolina",0.114,35.9367033,-80.5882803
NC,"Duplin County, North Carolina",0.158,34.8840095,-78.0195387
NC,"Durham County, North Carolina",0.165,36.0221805,-78.9031279
NC,"Edgecombe County, North Carolina",0.24100000000000002,35.8840053,-77.6536125
NC,"Forsyth County, North Carolina",0.155,36.1200003,-80.1875065
NC,"Franklin County, North Carolina",0.14800000000000002,36.0741417,-78.2426748
NC,"Gaston County, North Carolina",0.147,35.2895651,-81.20781640000001
NC,"Gates County, North Carolina",0.15,36.4202077,-76.6874701
NC,"Graham County, North Carolina",0.14300000000000002,35.3634623,-83.804868
NC,"Granville County, North Carolina",0.146,36.2799451,-78.6114999
NC,"Greene County, North Carolina",0.17800000000000002,35.5013936,-77.69941969999999
NC,"Guilford County, North Carolina",0.171,36.0899873,-79.8296743
NC,"Halifax County, North Carolina",0.23800000000000002,36.2646764,-77.6077865
NC,"Harnett County, North Carolina",0.15,35.35786480000001,-78.8835548
NC,"Haywood County, North Carolina",0.126,35.624394,-82.99316069999999
NC,"Henderson County, North Carolina",0.106,35.3725873,-82.4319405
NC,"Hertford County, North Carolina",0.223,36.3761772,-77.0564464
NC,"Hoke County, North Carolina",0.177,35.0432488,-79.24511489999999
NC,"Hyde County, North Carolina",0.182,35.3777712,-76.17837390000001
NC,"Iredell County, North Carolina",0.122,35.8310501,-80.89865019999999
NC,"Jackson County, North Carolina",0.147,35.3265409,-83.12200740000002
NC,"Johnston County, North Carolina",0.122,35.4403514,-78.3842227
NC,"Jones County, North Carolina",0.18600000000000003,35.0306293,-77.3324425
NC,"Lee County, North Carolina",0.135,35.4693744,-79.1548533
NC,"Lenoir County, North Carolina",0.19399999999999998,35.2326725,-77.6077865
NC,"Lincoln County, North Carolina",0.11800000000000001,35.4637028,-81.20781640000001
NC,"McDowell County, North Carolina",0.135,35.6984405,-82.08429009999999
NC,"Macon County, North Carolina",0.127,35.1197519,-83.33618799999999
NC,"Madison County, North Carolina",0.131,35.8237518,-82.6915429
NC,"Martin County, North Carolina",0.191,35.8733053,-77.1485163
NC,"Mecklenburg County, North Carolina",0.149,35.2632655,-80.8543847
NC,"Mitchell County, North Carolina",0.121,36.0277763,-82.1496049
NC,"Montgomery County, North Carolina",0.145,35.3587922,-79.87448359999999
NC,"Moore County, North Carolina",0.125,35.3674493,-79.4703885
NC,"Nash County, North Carolina",0.179,35.9597948,-77.973865
NC,"New Hanover County, North Carolina",0.153,34.2154913,-77.88245959999999
NC,"Northampton County, North Carolina",0.22899999999999998,36.4159635,-77.4242972
NC,"Onslow County, North Carolina",0.146,34.6540094,-77.4701972
NC,"Orange County, North Carolina",0.127,36.0263022,-79.1096901
NC,"Pamlico County, North Carolina",0.14400000000000002,35.1337865,-76.6874701
NC,"Pasquotank County, North Carolina",0.185,36.2927068,-76.317414
NC,"Pender County, North Carolina",0.132,34.5170729,-77.8367282
NC,"Perquimans County, North Carolina",0.16699999999999998,36.1329763,-76.4100267
